t;x;y;z;Flag
1496951946,4252193;0,0028854237479769037;0,05127535272239174;0,0;False
1496951947,413964;0,017536881395929852;0,10949005700840082;0,0;False
1496951948,396665;0,04330200799744964;0,16330565475316255;0,0;False
1496951949,4494915;0,08201716198312249;0,21414397572802263;0,0;False
1496951950,4433029;0,12774057490036025;0,2535123609892113;0,0;False
1496951951,5100355;0,18444338907981556;0,28479066521486684;0,0;False
1496951952,5708046;0,24617247690121738;0,303096202758543;0,0;False
1496951953,5835607;0,30747687765748305;0,3078094987124846;0,0;False
1496951954,6443737;0,3713104037850902;0,2993326692231038;0,0;False
1496951955,6842039;0,4306996183180401;0,2779494805718461;0,0;False
